MSA,Date,zillowhousesales,Population,creditunion,mortgageloans,refinancing,home_homesforsale,homeshousescondo,realestate,realtorzillow,car,car_carsforsale,carautodealer,carloancalculator,car_autoloan,dmv,autotrader,flight,hotel,tripadvisor,unemploymentbenefits,glassdoorindeed,job,schoolclinic,walmart,starbucksapple,tripadvisor_expedia
Nashville,2010-07-01,1950,1555506,48,49,48,75,74,39,26,73,72,75,33,78,27,40,39,84,31,80,31,69,58,34,46,41
Nashville,2010-08-01,1896,1557833,48,66,42,71,72,37,20,76,71,73,5,71,29,40,37,71,35,27,28,71,87,34,43,36
Nashville,2010-09-01,1905,1560160,40,55,19,72,69,30,23,71,70,70,30,67,23,38,32,68,29,36,29,64,82,31,55,33
Nashville,2010-10-01,1676,1562488,47,45,36,61,70,29,23,68,64,60,10,66,32,35,29,59,21,48,36,61,70,35,52,26
Nashville,2010-11-01,1621,1564815,45,46,22,71,64,27,24,67,63,64,33,61,20,46,38,58,16,37,25,63,73,60,54,25
Nashville,2010-12-01,1694,1567143,50,33,21,66,67,23,17,66,64,61,19,57,27,36,35,55,19,54,26,53,63,58,55,25
Nashville,2011-01-01,1353,1569470,39,47,29,69,71,32,26,72,63,69,29,63,25,39,39,62,24,54,37,64,75,34,53,36
Nashville,2011-02-01,1430,1571635,46,47,25,72,70,29,23,75,66,65,20,71,24,33,37,61,27,29,35,57,70,34,48,36
Nashville,2011-03-01,1735,1573801,38,47,22,73,72,31,25,73,70,68,23,70,24,35,38,69,24,18,44,58,62,32,52,33
Nashville,2011-04-01,1730,1575966,36,40,23,69,74,32,22,73,70,69,13,66,25,34,38,60,28,30,36,58,62,34,48,32
Nashville,2011-05-01,2052,1578131,36,43,11,73,74,29,29,77,72,71,10,78,29,37,41,72,24,26,35,65,63,36,48,40
Nashville,2011-06-01,2179,1580297,39,46,23,75,79,35,30,82,79,77,20,77,30,31,46,79,33,37,50,67,47,39,51,50
Nashville,2011-07-01,2043,1582462,41,44,21,76,78,35,32,80,74,76,34,75,33,36,45,79,34,39,54,64,59,40,51,40
Nashville,2011-08-01,2269,1584627,34,54,30,69,73,32,34,78,72,75,18,70,29,39,38,61,31,42,55,67,77,39,56,36
Nashville,2011-09-01,1965,1586793,41,46,23,69,69,25,21,72,67,65,27,66,21,30,38,54,27,30,48,62,69,35,58,37
Nashville,2011-10-01,1757,1588958,41,51,31,67,73,24,22,70,67,69,14,66,23,41,38,52,26,32,45,57,65,42,79,32
Nashville,2011-11-01,1710,1591123,44,46,25,65,63,20,22,66,63,62,11,61,22,32,32,46,22,13,43,52,61,67,71,23
Nashville,2011-12-01,1842,1593289,42,46,20,63,69,25,27,66,66,68,13,68,21,45,32,50,20,22,44,48,51,63,69,26
Nashville,2012-01-01,1630,1595454,40,53,25,72,73,27,30,72,66,66,28,66,24,58,37,54,29,21,58,63,65,39,61,37
Nashville,2012-02-01,1656,1604383,39,53,27,69,74,28,29,74,71,72,9,74,23,49,35,58,30,8,52,56,64,39,51,38
Nashville,2012-03-01,2018,1613312,37,50,23,70,74,26,33,75,75,73,20,67,24,47,36,59,31,9,49,52,59,39,63,41
Nashville,2012-04-01,2296,1622241,39,52,22,72,73,28,37,73,68,70,28,71,23,55,36,57,23,21,51,60,61,37,54,36
Nashville,2012-05-01,2548,1631170,38,51,20,72,74,26,31,77,76,74,28,77,26,42,38,67,36,19,55,60,57,37,52,52
Nashville,2012-06-01,2556,1640099,40,56,30,74,77,28,33,74,78,76,28,75,27,45,41,77,44,13,56,56,44,40,54,47
Nashville,2012-07-01,2772,1649029,39,55,34,77,78,30,36,71,74,72,36,70,28,45,38,68,34,26,64,61,60,44,58,46
Nashville,2012-08-01,2649,1657958,39,47,23,70,76,25,36,73,72,72,44,66,25,34,33,54,36,14,59,61,78,39,62,42
Nashville,2012-09-01,2127,1666887,34,50,25,70,71,23,34,67,65,64,24,69,21,40,29,51,33,11,59,58,67,41,90,36
Nashville,2012-10-01,2376,1675816,38,45,22,65,67,20,30,66,64,64,20,62,23,35,32,47,26,16,57,53,61,39,73,38
Nashville,2012-11-01,1979,1684745,50,38,22,64,65,17,22,66,63,64,18,64,27,35,31,40,19,20,48,48,58,78,71,28
Nashville,2012-12-01,2090,1693674,53,32,13,65,65,19,22,66,61,62,21,62,31,39,31,42,19,25,53,41,56,68,72,27
Nashville,2013-01-01,1850,1702603,37,50,24,77,75,25,33,66,66,66,25,64,26,42,35,52,30,40,66,60,70,40,60,37
Nashville,2013-02-01,1715,1704929,40,48,26,74,77,27,39,71,67,68,27,65,23,50,37,54,29,8,74,56,64,38,56,39
Nashville,2013-03-01,2214,1707255,36,51,21,76,74,26,38,70,71,68,28,70,27,52,39,58,33,17,71,53,58,40,53,39
Nashville,2013-04-01,2838,1709581,38,44,25,73,75,24,38,71,73,72,24,67,23,49,34,54,25,12,68,55,56,39,53,37
Nashville,2013-05-01,2975,1711907,41,42,20,77,80,24,39,76,76,76,20,79,26,50,39,62,43,17,73,56,57,41,55,44
Nashville,2013-06-01,3023,1714233,43,41,22,79,80,27,39,81,81,81,32,79,26,46,39,65,41,14,73,57,43,46,59,46
Nashville,2013-07-01,3280,1716559,50,40,15,77,80,27,37,84,83,83,25,83,33,47,38,67,43,17,68,56,52,45,57,44
Nashville,2013-08-01,2889,1718885,51,35,15,73,75,23,34,79,77,76,11,77,36,46,31,53,32,12,68,58,73,44,58,41
Nashville,2013-09-01,2576,1721211,35,36,8,71,70,22,37,72,72,71,32,68,20,40,32,51,28,12,72,54,67,41,83,36
Nashville,2013-10-01,2592,1723537,39,39,12,69,72,20,37,71,68,71,23,71,26,37,30,52,32,24,69,55,59,44,66,37
Nashville,2013-11-01,2188,1725863,44,28,10,69,70,17,29,73,68,68,13,70,24,35,30,43,24,19,58,52,57,77,62,23
Nashville,2013-12-01,2317,1728189,41,31,7,72,69,18,32,68,67,68,21,71,21,33,34,47,23,12,55,46,54,72,71,32
Nashville,2014-01-01,1912,1730515,38,40,17,78,77,24,42,74,70,70,26,71,24,39,43,51,34,30,76,62,69,39,54,37
Nashville,2014-02-01,1992,1733126,40,38,17,79,78,22,38,81,78,75,24,75,24,43,38,57,29,26,67,54,66,43,55,39
Nashville,2014-03-01,2417,1735737,40,34,11,76,78,20,35,87,83,82,32,82,32,39,45,61,31,21,65,52,59,46,51,34
Nashville,2014-04-01,2962,1738348,37,36,10,80,80,23,45,74,74,74,25,75,25,33,38,56,31,18,70,57,58,41,51,39
Nashville,2014-05-01,3137,1740959,39,35,15,84,84,24,49,83,80,81,19,82,25,33,40,65,35,15,69,60,58,44,50,47
Nashville,2014-06-01,3450,1743570,35,33,11,86,84,23,49,83,83,82,19,83,29,40,45,76,54,16,79,60,42,45,53,52
Nashville,2014-07-01,3560,1746182,39,35,16,83,86,25,52,84,83,83,29,86,28,35,46,71,57,11,76,60,55,48,59,57
Nashville,2014-08-01,3256,1748793,39,36,15,76,80,22,51,80,80,81,24,84,27,41,38,59,42,12,79,62,71,47,60,48
Nashville,2014-09-01,3212,1751404,37,31,15,73,76,22,51,75,72,77,25,77,23,39,36,55,43,9,75,58,64,43,94,45
Nashville,2014-10-01,3153,1754015,37,32,12,72,76,20,42,72,75,74,12,74,21,35,38,53,32,10,78,54,59,44,77,40
Nashville,2014-11-01,2625,1756626,38,27,12,76,72,17,38,73,73,72,12,72,18,31,35,45,30,5,63,48,59,80,77,33
Nashville,2014-12-01,2831,1759237,43,27,14,74,73,17,31,70,72,74,24,71,22,30,37,46,24,6,58,46,48,77,71,30
Nashville,2015-01-01,2050,1761848,39,39,22,79,81,21,49,78,77,79,26,79,26,32,42,55,32,7,70,58,64,43,59,43
Nashville,2015-02-01,1998,1764575,42,34,16,77,77,19,42,83,82,79,24,79,26,40,45,56,32,11,61,50,67,45,56,41
Nashville,2015-03-01,3031,1767302,42,39,20,79,84,23,52,84,83,83,21,85,32,42,46,63,39,5,71,53,59,44,69,45
Nashville,2015-04-01,3033,1770029,39,41,15,83,85,22,53,81,85,82,29,82,29,36,40,59,39,6,71,57,55,44,66,52
Nashville,2015-05-01,3579,1772755,43,40,12,83,89,21,53,88,89,89,33,90,29,33,45,68,46,7,69,57,57,50,63,46
Nashville,2015-06-01,4273,1775482,43,40,20,86,87,24,54,88,89,89,28,88,34,40,51,78,54,11,74,61,42,51,68,61
Nashville,2015-07-01,4222,1778209,39,39,18,83,90,24,61,85,84,85,20,86,32,31,43,76,71,6,90,61,51,51,63,73
Nashville,2015-08-01,3864,1780936,39,40,22,81,84,23,59,81,81,83,22,84,30,29,43,62,66,7,84,65,73,46,67,56
Nashville,2015-09-01,3758,1783663,36,35,20,78,77,20,47,78,77,79,24,81,27,24,47,60,43,3,86,59,65,44,86,55
Nashville,2015-10-01,3432,1786390,38,33,23,75,82,20,48,79,76,77,24,78,31,25,40,59,43,3,83,54,58,50,73,46
Nashville,2015-11-01,2471,1789116,39,28,12,75,78,17,43,74,73,71,13,73,27,20,38,49,34,7,67,47,53,83,85,36
Nashville,2015-12-01,3265,1791843,39,27,11,78,78,17,40,78,78,77,14,72,28,20,43,51,28,7,65,44,46,81,79,38
Nashville,2016-01-01,2315,1794570,30,32,14,80,86,20,47,80,77,79,17,80,30,22,51,55,32,6,70,52,67,42,66,35
Nashville,2016-02-01,2469,1797297,34,35,14,78,84,20,46,89,83,83,28,87,33,26,50,61,33,8,75,52,68,42,63,39
Nashville,2016-03-01,3171,1800024,35,35,18,82,88,22,52,89,88,85,22,83,36,23,51,66,38,6,70,50,53,43,61,42
Nashville,2016-04-01,3315,1802751,34,38,18,84,91,22,55,83,86,83,21,87,30,20,45,60,32,3,71,54,56,42,64,40
Nashville,2016-05-01,3798,1805477,33,36,14,84,89,23,54,90,91,88,23,90,30,18,57,68,32,9,73,55,55,46,62,41
Nashville,2016-06-01,4223,1808204,34,37,20,86,91,24,59,87,88,89,22,92,36,19,59,78,35,2,77,56,40,53,63,46
Nashville,2016-07-01,3470,1810931,33,35,19,87,92,24,59,89,88,87,34,93,32,20,60,75,33,3,72,54,53,51,63,43
Nashville,2016-08-01,3779,1813658,35,39,24,78,85,23,52,84,86,84,32,83,33,23,51,59,27,7,72,55,71,47,64,38
Nashville,2016-09-01,3443,1816385,31,32,19,80,78,19,44,81,83,83,25,81,31,20,46,53,23,6,68,51,63,46,89,33
Nashville,2016-10-01,3557,1819112,31,29,17,76,84,18,47,79,79,79,27,77,29,17,48,59,23,5,70,50,55,47,75,32
Nashville,2016-11-01,3246,1821838,31,31,12,76,79,17,44,74,73,73,24,75,29,15,45,51,18,4,58,44,52,74,80,25
Nashville,2016-12-01,3648,1824565,32,27,14,78,79,16,41,78,77,80,29,79,26,15,53,52,17,5,61,42,44,72,88,23
Nashville,2017-01-01,2677,,28,35,18,85,91,20,55,79,80,78,20,77,30,18,58,51,24,6,79,55,63,45,74,35
Nashville,2017-02-01,2618,,31,36,18,81,88,21,58,84,84,85,35,81,28,17,50,60,26,5,73,53,58,45,67,37
Nashville,2017-03-01,3744,,31,35,18,84,88,22,59,84,84,86,31,83,32,17,61,65,30,7,79,51,55,47,64,37
Nashville,2017-04-01,3361,,31,33,14,85,90,21,60,81,85,83,30,87,28,17,59,64,22,3,76,50,54,46,67,40
Nashville,2017-05-01,4200,,34,34,14,88,90,22,60,84,90,90,28,89,31,20,67,69,29,6,77,54,55,49,67,37
Nashville,2017-06-01,4443,,33,33,24,88,96,21,62,87,93,92,30,96,33,17,73,76,31,3,78,53,39,52,68,44
Nashville,2017-07-01,3849,,32,33,20,90,100,23,64,92,98,97,22,98,33,16,57,72,39,5,80,54,53,54,69,40
Nashville,2017-08-01,4286,,33,37,21,84,85,21,62,85,86,84,33,89,31,18,58,60,26,4,85,57,71,52,74,38
Nashville,2017-09-01,3576,,33,31,20,79,82,18,54,82,84,85,38,83,29,17,57,66,21,5,73,57,62,47,92,30
Nashville,2017-10-01,3615,,33,31,16,79,87,19,55,80,84,83,25,83,27,15,51,61,21,6,75,54,54,52,79,30
Nashville,2017-11-01,3324,,31,28,15,84,83,16,49,76,80,80,26,81,28,15,51,49,20,5,66,47,54,79,95,24
Nashville,2017-12-01,,,31,29,13,84,84,14,45,76,77,80,32,84,26,19,55,52,17,4,63,43,44,74,100,23
Tampa,2007-01-01,,2687027,54,85,24,73,76,63,36,77,74,70,10,78,49,44,40,81,13,16,1,50,61,23,38,35
Tampa,2007-02-01,,2689112,49,82,25,69,71,56,38,79,72,76,26,71,47,45,38,79,9,3,1,41,58,23,31,33
Tampa,2007-03-01,,2691196,52,93,33,73,71,55,37,77,72,74,29,83,47,35,45,94,12,16,1,44,56,22,35,47
Tampa,2007-04-01,,2693281,47,78,20,68,71,54,38,82,72,72,9,74,42,36,41,92,17,12,2,50,58,23,29,48
Tampa,2007-05-01,,2695365,54,74,23,73,70,56,35,84,82,82,4,84,41,48,45,93,10,14,4,50,62,24,33,44
Tampa,2007-06-01,,2697450,55,75,19,71,73,54,35,80,76,78,9,85,44,33,46,94,15,9,4,56,49,24,32,53
Tampa,2007-07-01,,2699535,52,97,32,71,75,58,40,82,74,77,4,79,45,36,46,93,17,14,2,57,52,27,36,39
Tampa,2007-08-01,,2701619,53,98,21,70,71,51,38,82,78,78,4,78,46,41,36,80,15,16,4,57,80,24,33,43
Tampa,2007-09-01,,2703704,50,70,24,66,69,49,29,73,69,67,0,70,42,36,37,75,12,20,4,57,70,25,44,40
Tampa,2007-10-01,,2705788,52,65,24,63,68,45,28,71,69,69,16,70,34,33,36,72,12,18,7,55,67,25,42,30
Tampa,2007-11-01,,2707873,51,59,17,62,65,42,32,74,73,74,21,71,38,44,37,64,14,11,4,47,61,41,43,32
Tampa,2007-12-01,,2709957,54,58,16,60,62,37,32,75,71,71,16,71,31,28,37,62,13,5,3,46,52,44,52,30
Tampa,2008-01-01,,2712042,51,88,26,69,71,45,34,79,71,73,11,72,44,42,42,75,16,17,5,61,60,26,43,40
Tampa,2008-02-01,,2713497,47,73,30,70,69,43,35,75,75,72,11,76,38,37,40,80,14,20,7,54,62,25,41,48
Tampa,2008-03-01,2472,2714952,51,82,30,68,68,49,29,81,77,77,18,78,41,40,42,85,23,12,7,56,59,26,37,41
Tampa,2008-04-01,2834,2716407,55,76,23,67,70,44,32,83,81,84,22,78,35,43,39,80,13,14,9,59,58,25,38,43
Tampa,2008-05-01,2707,2717862,55,61,20,68,67,45,36,91,88,89,22,85,42,43,39,87,17,2,9,65,62,29,36,57
Tampa,2008-06-01,2909,2719317,47,57,11,71,69,43,35,87,89,86,19,84,45,41,46,77,21,20,7,65,52,30,38,51
Tampa,2008-07-01,3111,2720772,51,53,14,72,73,44,37,79,78,81,11,77,41,44,39,81,21,24,10,65,54,27,49,51
Tampa,2008-08-01,2648,2722226,55,53,19,68,66,43,32,71,69,71,15,69,46,38,36,71,20,21,9,65,77,29,39,41
Tampa,2008-09-01,2652,2723681,55,53,19,65,63,37,35,68,66,65,18,65,46,43,44,62,16,28,14,72,73,27,44,40
Tampa,2008-10-01,2742,2725136,52,50,8,54,63,30,26,69,65,65,12,65,34,29,37,66,13,36,10,64,64,26,37,25
Tampa,2008-11-01,2030,2726591,51,52,16,60,64,33,30,70,73,70,22,70,29,39,39,54,14,31,10,60,62,46,47,37
Tampa,2008-12-01,2484,2728046,57,64,39,62,62,32,28,72,70,71,14,71,35,48,48,58,16,44,11,55,55,52,47,38
Tampa,2009-01-01,2258,2729501,56,85,43,70,71,39,37,75,74,72,17,66,37,60,47,62,13,42,14,73,61,29,38,36
Tampa,2009-02-01,2117,2730822,59,71,16,62,67,40,36,75,73,71,14,73,37,62,53,69,20,44,17,62,60,28,31,36
Tampa,2009-03-01,2862,2732143,56,82,32,70,69,40,36,75,74,73,10,78,37,44,48,79,22,43,19,60,60,30,38,38
Tampa,2009-04-01,2901,2733463,57,72,52,65,70,40,38,77,77,75,23,74,35,46,51,76,21,36,13,59,61,28,35,42
Tampa,2009-05-01,2804,2734784,55,64,25,66,69,36,43,84,78,82,10,83,34,55,48,77,22,32,13,65,65,28,33,45
Tampa,2009-06-01,3369,2736105,60,73,22,68,73,40,43,83,82,82,25,80,46,49,58,82,20,42,17,70,53,33,37,36
Tampa,2009-07-01,3366,2737426,62,68,24,71,69,40,39,83,81,79,41,91,49,42,58,85,26,38,14,71,52,31,35,41
Tampa,2009-08-01,3008,2738746,60,64,14,71,69,40,44,92,81,87,34,82,61,44,52,73,17,35,18,70,80,32,39,35
Tampa,2009-09-01,2936,2740067,62,61,21,65,66,34,40,74,70,74,10,72,44,49,49,62,12,49,18,73,76,29,44,34
Tampa,2009-10-01,3275,2741388,59,58,18,63,65,33,31,75,74,70,32,75,42,41,49,62,18,42,17,66,73,33,43,37
Tampa,2009-11-01,2896,2742709,62,42,21,65,68,31,29,74,75,73,34,71,42,38,46,54,16,37,18,62,60,55,46,30
Tampa,2009-12-01,3426,2744029,69,46,13,65,62,28,28,73,71,72,20,72,40,38,51,56,19,37,18,55,54,53,45,28
Tampa,2010-01-01,2401,2745350,62,51,19,69,71,34,43,76,73,70,21,72,49,51,57,66,21,24,19,63,65,33,56,34
Tampa,2010-02-01,2230,2747414,66,49,15,69,69,33,35,78,76,72,6,71,42,68,55,70,26,39,16,60,64,31,40,36
Tampa,2010-03-01,3477,2749477,63,53,20,66,70,34,39,82,78,79,14,80,44,65,55,78,20,32,21,60,63,30,38,42
Tampa,2010-04-01,3373,2751541,61,49,15,67,72,35,40,80,76,72,9,75,42,51,61,80,22,24,20,62,64,33,43,35
Tampa,2010-05-01,3408,2753605,51,47,15,66,71,34,36,82,82,80,9,75,43,59,60,82,29,33,21,68,69,32,48,40
Tampa,2010-06-01,3731,2755668,58,57,22,70,70,34,39,79,79,81,13,82,49,66,65,87,30,62,22,73,58,33,53,43
Tampa,2010-07-01,3148,2757732,61,56,30,64,70,31,41,76,81,75,18,77,43,62,54,83,32,100,25,72,55,32,47,42
Tampa,2010-08-01,2749,2759796,60,50,26,62,68,31,43,74,73,72,18,74,55,60,49,73,29,25,29,63,80,33,45,36
Tampa,2010-09-01,2908,2761859,60,50,27,62,64,30,39,74,72,71,15,71,42,65,44,64,25,13,32,63,73,33,57,41
Tampa,2010-10-01,2949,2763923,64,39,24,59,64,27,38,71,70,70,26,73,42,61,43,58,16,20,32,59,71,36,49,43
Tampa,2010-11-01,2767,2765987,64,46,18,62,62,25,41,71,69,69,20,68,45,69,41,56,18,22,33,56,63,57,62,39
Tampa,2010-12-01,3486,2768050,65,41,21,60,62,24,41,71,73,74,11,72,38,70,48,49,19,43,32,51,55,58,60,36
Tampa,2011-01-01,3072,2770114,62,44,13,70,71,31,49,77,72,71,20,71,45,74,58,61,30,15,32,58,62,39,54,46
Tampa,2011-02-01,2916,2772089,55,47,8,67,68,31,46,83,76,76,25,77,50,78,60,68,25,21,38,53,58,38,48,48
Tampa,2011-03-01,4004,2774064,47,39,14,65,67,31,46,81,80,75,24,76,45,71,55,76,32,23,37,52,57,36,57,51
Tampa,2011-04-01,4082,2776039,50,41,12,64,65,29,50,76,71,72,14,75,47,73,53,70,32,24,34,53,51,36,49,50
Tampa,2011-05-01,3704,2778014,50,40,11,62,69,29,46,75,74,77,20,75,39,67,56,72,31,23,40,61,57,38,46,51
Tampa,2011-06-01,3934,2779989,53,39,10,63,70,29,46,82,76,78,24,78,49,70,62,80,32,17,46,61,50,41,51,53
Tampa,2011-07-01,3393,2781964,51,44,14,67,73,30,56,83,79,80,28,76,50,79,63,79,42,14,50,62,51,43,55,61
Tampa,2011-08-01,3707,2783939,44,36,18,57,60,22,42,74,68,68,21,69,44,69,53,58,32,16,42,57,70,39,47,42
Tampa,2011-09-01,3273,2785914,43,36,17,56,59,20,36,73,67,67,15,67,42,64,49,52,24,16,40,54,59,37,49,40
Tampa,2011-10-01,2929,2787889,43,38,23,57,61,20,36,68,64,66,16,67,43,57,42,48,22,22,47,52,54,40,72,38
Tampa,2011-11-01,2861,2789864,53,39,25,65,63,21,45,74,70,69,27,69,38,65,44,45,28,12,49,50,54,66,72,40
Tampa,2011-12-01,3266,2791839,50,36,19,67,65,21,43,70,68,70,15,69,40,65,42,47,31,17,44,45,46,64,72,40
Tampa,2012-01-01,2689,2793814,53,48,24,70,73,28,55,75,72,70,18,71,44,74,52,54,37,19,55,54,58,42,57,52
Tampa,2012-02-01,2507,2795933,52,46,26,68,70,28,60,79,76,75,23,76,47,79,55,64,43,19,52,49,56,40,51,59
Tampa,2012-03-01,3616,2798052,50,47,27,69,70,29,59,77,77,75,22,77,45,70,57,71,42,12,52,48,52,40,61,62
Tampa,2012-04-01,3621,2800171,51,46,23,66,71,27,59,78,77,80,26,76,44,72,50,65,44,13,50,53,52,37,54,58
Tampa,2012-05-01,3990,2802290,52,42,23,68,71,27,56,75,79,79,21,78,42,70,53,70,40,18,54,57,57,38,53,60
Tampa,2012-06-01,3957,2804409,46,46,28,68,69,26,56,76,78,80,16,77,49,68,57,71,47,12,65,59,50,40,60,62
Tampa,2012-07-01,3921,2806528,46,46,29,72,74,26,58,74,79,78,27,80,53,70,59,71,45,13,58,56,50,42,54,63
Tampa,2012-08-01,4062,2808646,46,39,17,67,72,25,58,72,71,73,17,72,51,69,51,57,41,17,61,58,77,44,58,54
Tampa,2012-09-01,3498,2810765,44,47,27,64,70,23,54,75,75,75,21,75,51,67,46,52,28,19,56,56,62,40,87,49
Tampa,2012-10-01,4415,2812884,41,41,27,61,68,23,54,69,67,70,16,72,41,58,48,47,33,25,60,52,60,41,67,46
Tampa,2012-11-01,3730,2815003,42,39,21,63,70,21,52,67,68,67,22,68,51,68,44,41,34,24,54,47,51,72,75,48
Tampa,2012-12-01,3965,2817122,42,32,18,63,67,19,44,67,69,70,25,70,41,76,49,41,30,21,55,43,52,69,78,46
Tampa,2013-01-01,4117,2819241,46,48,20,72,78,25,61,72,71,73,29,73,46,81,53,55,40,21,65,50,54,41,61,61
Tampa,2013-02-01,3635,2821907,46,44,17,71,73,25,67,73,77,75,23,74,41,82,60,61,49,7,69,46,54,41,56,62
Tampa,2013-03-01,4546,2824573,36,33,15,61,66,20,50,77,76,75,15,73,46,62,48,59,45,11,56,43,44,39,44,51
Tampa,2013-04-01,5040,2827240,41,47,24,69,74,25,59,74,74,75,22,76,44,74,52,64,55,13,66,49,51,38,51,61
Tampa,2013-05-01,5544,2829906,46,44,23,73,75,25,66,72,77,75,28,77,40,74,57,66,49,14,70,53,53,40,57,64
Tampa,2013-06-01,5305,2832572,44,43,21,72,79,24,68,76,78,78,27,78,42,74,61,68,57,10,81,56,46,44,59,76
Tampa,2013-07-01,5410,2835238,47,43,15,74,80,25,76,74,79,77,22,78,47,72,59,69,53,14,80,56,50,46,55,71
Tampa,2013-08-01,5158,2837904,45,41,15,69,77,24,73,74,76,77,24,78,47,81,53,57,50,7,80,58,76,46,57,67
Tampa,2013-09-01,4573,2840570,44,37,18,70,74,22,65,72,72,71,22,72,43,75,51,51,37,13,81,54,58,43,76,51
Tampa,2013-10-01,4669,2843237,42,38,10,67,73,22,62,72,73,71,25,75,40,66,51,49,39,21,74,55,59,45,63,52
Tampa,2013-11-01,3912,2845903,39,35,11,73,71,19,59,71,71,74,24,72,36,69,51,45,37,11,70,48,50,72,71,47
Tampa,2013-12-01,4628,2848569,41,31,10,71,71,19,51,71,73,74,21,73,42,63,53,48,40,33,61,44,43,70,71,51
Tampa,2014-01-01,3742,2851235,42,40,15,77,79,25,69,72,72,70,24,72,42,66,60,55,47,32,75,53,53,41,56,58
Tampa,2014-02-01,3968,2854337,51,37,11,78,79,25,73,77,80,79,22,79,43,75,63,61,48,34,74,51,52,41,54,63
Tampa,2014-03-01,4796,2857439,42,34,8,78,79,23,73,81,78,77,24,79,40,64,67,65,55,27,67,48,47,42,51,65
Tampa,2014-04-01,5401,2860541,43,37,12,74,79,24,79,76,78,81,19,78,36,66,59,61,53,41,75,53,50,41,53,67
Tampa,2014-05-01,5494,2863643,46,35,16,77,84,22,74,75,80,81,22,81,36,61,55,65,52,22,77,58,53,44,55,72
Tampa,2014-06-01,5654,2866745,51,41,17,80,83,25,88,77,82,84,29,83,41,69,59,73,59,24,82,60,47,45,58,84
Tampa,2014-07-01,5800,2869847,45,36,14,79,82,25,81,78,81,83,20,83,45,63,62,68,67,24,83,60,49,48,53,84
Tampa,2014-08-01,5692,2872948,46,38,14,73,78,21,81,76,78,79,32,80,43,60,52,58,60,24,80,57,72,48,55,74
Tampa,2014-09-01,5182,2876050,55,34,12,71,77,20,80,70,74,74,22,74,42,58,50,51,45,12,86,59,56,44,91,63
Tampa,2014-10-01,5656,2879152,52,34,14,69,77,19,71,73,74,75,23,75,37,52,47,46,41,13,89,53,56,45,70,55
Tampa,2014-11-01,4563,2882254,52,28,10,74,73,18,68,73,74,73,18,76,38,42,55,42,40,6,75,46,48,74,78,51
Tampa,2014-12-01,5984,2885356,55,30,12,74,72,18,64,71,73,75,15,71,37,47,59,45,38,10,64,44,42,72,69,51
Tampa,2015-01-01,4344,2888458,51,44,22,80,83,23,82,77,76,74,26,79,39,54,65,57,54,8,84,54,54,43,63,73
Tampa,2015-02-01,4484,2891729,56,40,15,78,80,23,81,78,81,79,25,79,43,53,65,63,56,7,76,50,55,43,60,69
Tampa,2015-03-01,6238,2895001,48,42,18,83,84,23,89,80,83,85,26,84,39,58,66,70,56,8,82,52,49,43,67,80
Tampa,2015-04-01,6526,2898272,46,38,19,82,86,22,91,79,83,85,30,84,39,56,65,64,51,6,79,52,49,46,65,78
Tampa,2015-05-01,6313,2901543,45,38,18,80,85,21,89,84,85,84,32,88,37,52,69,67,58,8,84,55,52,48,61,74
Tampa,2015-06-01,7307,2904815,49,40,20,80,85,21,95,80,86,85,28,86,44,50,74,69,62,11,91,56,44,47,67,86
Tampa,2015-07-01,6947,2908086,49,43,14,81,90,23,100,81,82,84,27,89,39,48,71,71,67,4,93,57,47,49,66,87
Tampa,2015-08-01,6222,2911357,46,42,13,78,86,22,98,81,86,85,41,86,40,54,63,56,50,10,96,57,74,47,63,72
Tampa,2015-09-01,6029,2914629,45,39,16,77,81,19,90,76,80,80,25,83,40,43,73,53,44,7,95,55,60,44,85,63
Tampa,2015-10-01,5807,2917900,45,37,14,74,82,20,88,78,83,83,23,81,38,46,65,53,44,7,91,49,57,47,70,59
Tampa,2015-11-01,5086,2921171,43,34,17,80,80,19,77,74,77,77,28,79,32,39,63,46,36,6,81,47,48,71,88,55
Tampa,2015-12-01,6069,2924443,49,33,15,76,78,19,72,71,76,78,17,77,34,39,64,49,36,7,76,42,40,70,85,54
Tampa,2016-01-01,4672,2927714,39,36,13,82,85,22,80,79,80,79,19,80,37,39,73,60,41,12,73,51,48,42,63,53
Tampa,2016-02-01,4806,2930985,39,35,17,80,86,23,77,88,85,86,28,84,39,34,77,68,43,8,72,46,48,40,59,58
Tampa,2016-03-01,6343,2934257,37,36,17,80,86,23,83,85,88,89,27,88,36,38,79,69,47,5,75,48,44,42,62,58
Tampa,2016-04-01,6261,2937528,36,35,20,79,88,21,84,84,87,84,19,86,36,32,69,70,43,5,70,49,46,40,64,56
Tampa,2016-05-01,6605,2940799,39,35,18,78,87,21,83,85,88,87,26,87,34,31,82,71,40,9,79,51,48,43,61,55
Tampa,2016-06-01,6806,2944071,38,34,20,76,87,21,82,84,88,88,31,85,38,25,82,71,35,8,82,52,45,50,64,59
Tampa,2016-07-01,6238,2947342,39,38,22,82,87,21,85,90,92,91,24,90,38,25,82,72,40,7,79,52,46,52,62,67
Tampa,2016-08-01,6310,2950613,39,35,23,72,84,18,82,83,83,82,19,81,40,32,76,57,34,6,86,52,67,44,62,52
Tampa,2016-09-01,5836,2953885,38,32,20,79,82,17,75,83,84,86,22,88,40,30,71,55,28,4,81,52,56,45,85,46
